item,subj,onset,Exp,structure,position,ExpID
10,2,1505.62617486003,4a,simple,above,3
10,12,2197.87330168992,4a,simple,above,3
10,8,1540.06178848999,4a,simple,above,3
71,2,1074.45028568009,4a,simple,above,3
71,12,999.717862790021,4a,simple,above,3
71,8,NA,4a,simple,above,3
3,2,1010.92043169001,4a,simple,above,3
3,12,2019.99497009001,4a,simple,above,3
3,8,916.236512099886,4a,simple,above,3
102,2,1382.74516909996,4a,simple,above,3
102,12,1050.48362010291,4a,simple,above,3
102,8,892.743268199979,4a,simple,above,3
96,2,NA,4a,simple,above,3
96,12,1449.44567459015,4a,simple,above,3
96,8,1012.71897278502,4a,simple,above,3
104,2,867.527462660064,4a,simple,above,3
104,12,812.195003410125,4a,simple,above,3
104,8,784.921805990052,4a,simple,above,3
60,2,767.152384339852,4a,simple,above,3
60,12,973.29153301007,4a,simple,above,3
60,8,812.195003399893,4a,simple,above,3
90,2,1656.18879234012,4a,simple,above,3
90,12,NA,4a,simple,above,3
90,8,1194.799261203,4a,simple,above,3
50,2,903.375704919881,4a,simple,above,3
50,12,NA,4a,simple,above,3
50,8,NA,4a,simple,above,3
81,2,1111.29551001,4a,simple,above,3
81,12,1037.05890930303,4a,simple,above,3
81,8,906.167979000088,4a,simple,above,3
6,2,889.036408020047,4a,simple,above,3
6,12,872.606202000043,4a,simple,above,3
6,8,788.7017595001,4a,simple,above,3
14,2,1942.97473041001,4a,simple,above,3
14,12,NA,4a,simple,above,3
14,8,NA,4a,simple,above,3
32,2,1003.75078323009,4a,simple,above,3
32,12,1110.47172688995,4a,simple,above,3
32,8,869.250024299845,4a,simple,above,3
77,2,1785.242464475,4a,simple,above,3
77,12,NA,4a,simple,above,3
77,8,1187.24021318599,4a,simple,above,3
18,2,995.584152709853,4a,simple,above,3
18,12,1667.59722508982,4a,simple,above,3
18,8,1080.68921940298,4a,simple,above,3
99,2,960.732892530132,4a,simple,above,3
99,12,NA,4a,simple,above,3
99,8,865.893846610106,4a,simple,above,3
9,2,1089.78656466002,4a,simple,above,3
9,12,NA,4a,simple,above,3
9,8,1077.33304170006,4a,simple,above,3
64,2,1240.34918214011,4a,simple,above,3
64,12,NA,4a,simple,above,3
64,8,1338.69198548996,4a,simple,above,3
91,1,1140.254427385,4a,complex,below,3
91,7,1530.41703120402,4a,complex,below,3
91,3,993.428599202957,4a,complex,below,3
111,1,NA,4a,complex,below,3
111,7,1120.96335180991,4a,complex,below,3
111,3,1047.12744240294,4a,complex,below,3
41,1,NA,4a,complex,below,3
41,7,NA,4a,complex,below,3
41,3,1838.33949898803,4a,complex,below,3
68,1,1100.82628559985,4a,complex,below,3
68,7,NA,4a,complex,below,3
68,3,906.167979003044,4a,complex,below,3
34,1,1389.45756780402,4a,complex,below,3
34,7,NA,4a,complex,below,3
34,3,NA,4a,complex,below,3
79,1,1039.56909638987,4a,complex,below,3
79,7,1785.48653639996,4a,complex,below,3
79,3,1281.21340378698,4a,complex,below,3
45,1,NA,4a,complex,below,3
45,7,1302.1969476041,4a,complex,below,3
45,3,1261.07693458994,4a,complex,below,3
92,1,1382.74521240396,4a,complex,below,3
92,7,NA,4a,complex,below,3
92,3,1275.347526004,4a,complex,below,3
25,1,NA,4a,complex,below,3
25,7,NA,4a,complex,below,3
25,3,1329.04636920398,4a,complex,below,3
82,1,1134.38806260001,4a,complex,below,3
82,7,1094.11393019991,4a,complex,below,3
82,3,1577.40351900497,4a,complex,below,3
33,1,1812.33595800995,4a,complex,below,3
33,7,NA,4a,complex,below,3
33,3,1188.08690580011,4a,complex,below,3
123,1,NA,4a,complex,below,3
123,7,1765.34947020502,4a,complex,below,3
123,3,1738.50004860503,4a,complex,below,3
52,1,NA,4a,complex,below,3
52,7,NA,4a,complex,below,3
52,3,1899.59657820503,4a,complex,below,3
105,1,NA,4a,complex,below,3
105,7,1261.9228151998,4a,complex,below,3
105,3,1274.50164538607,4a,complex,below,3
54,1,1214.09033678594,4a,complex,below,3
54,7,NA,4a,complex,below,3
54,3,1416.30698940401,4a,complex,below,3
67,1,1630.25637158989,4a,complex,below,3
67,7,NA,4a,complex,below,3
67,3,1079.84333879006,4a,complex,below,3
47,1,1302.19694760405,4a,complex,below,3
47,7,NA,4a,complex,below,3
47,3,972.445652384977,4a,complex,below,3
69,1,1141.10041800996,4a,complex,below,3
69,7,1274.50073539012,4a,complex,below,3
69,3,926.305045202071,4a,complex,below,3
22,1,1080.68921940003,4a,complex,below,3
22,7,972.445432880022,4a,complex,below,3
22,3,824.773833584914,4a,complex,below,3
74,1,NA,4a,complex,below,3
74,7,1972.58638748804,4a,complex,below,3
74,3,1066.41862798597,4a,complex,below,3
38,1,NA,4a,complex,below,3
38,7,1282.05988139985,4a,complex,below,3
38,3,892.743268200093,4a,complex,below,3
78,1,1153.67913818602,4a,complex,below,3
78,7,2067.405463206,4a,complex,below,3
78,3,NA,4a,complex,below,3
21,1,1590.82822980497,4a,complex,below,3
21,7,1563.97880820407,4a,complex,below,3
21,3,1066.41803098597,4a,complex,below,3
49,1,NA,4a,complex,below,3
49,7,NA,4a,complex,below,3
49,3,1832.47302420602,4a,complex,below,3
1,1,1288.77223680001,4a,complex,below,3
1,7,1523.70467579999,4a,complex,below,3
1,3,1154.52512880984,4a,complex,below,3
76,1,1355.89579080397,4a,complex,below,3
76,7,1301.35084748599,4a,complex,below,3
76,3,1275.347526004,4a,complex,below,3
58,1,1442.310420387,4a,complex,below,3
58,7,NA,4a,complex,below,3
58,3,1349.18343540403,4a,complex,below,3
114,1,1423.01934480997,4a,complex,below,3
114,7,NA,4a,complex,below,3
114,3,1013.56566541017,4a,complex,below,3
4,1,1717.51629478797,4a,complex,below,3
4,7,2019.57287528808,4a,complex,below,3
4,3,1107.53864100298,4a,complex,below,3
65,1,NA,4a,complex,below,3
65,7,1449.86876640996,4a,complex,below,3
65,3,1154.52510780301,4a,complex,below,3
118,1,1214.93632739998,4a,complex,below,3
118,7,1073.13076388596,4a,complex,below,3
118,3,1012.71978478599,4a,complex,below,3
120,1,1765.34947020497,4a,complex,below,3
120,7,1409.59463400407,4a,complex,below,3
120,3,1443.156411004,4a,complex,below,3
53,1,2422.31430878996,4a,complex,above,3
53,7,1455.73502168998,4a,complex,above,3
53,3,918.746809184995,4a,complex,above,3
66,1,1470.00583260399,4a,complex,above,3
66,7,2309.050257607,4a,complex,above,3
66,3,1012.71978478502,4a,complex,above,3
23,1,979.157897784944,4a,complex,above,3
23,7,NA,4a,complex,above,3
23,3,959.866822203026,4a,complex,above,3
121,1,NA,4a,complex,above,3
121,7,NA,4a,complex,above,3
121,3,1107.53864100309,4a,complex,above,3
43,1,1475.87219738693,4a,complex,above,3
43,7,2100.12114008794,4a,complex,above,3
43,3,1127.67570720303,4a,complex,above,3
61,1,1214.93632739998,4a,complex,above,3
61,7,2403.02323320998,4a,complex,above,3
61,3,905.322098385,4a,complex,above,3
5,1,NA,4a,complex,above,3
5,7,2000.28190920602,4a,complex,above,3
5,3,912.880334401962,4a,complex,above,3
44,1,NA,4a,complex,above,3
44,7,1247.6520042901,4a,complex,above,3
44,3,NA,4a,complex,above,3
29,1,NA,4a,complex,above,3
29,7,NA,4a,complex,above,3
29,3,NA,4a,complex,above,3
89,1,1818.20232279006,4a,complex,above,3
89,7,1181.37455040403,4a,complex,above,3
89,3,871.759724384901,4a,complex,above,3
17,1,1248.49810440014,4a,complex,above,3
17,7,NA,4a,complex,above,3
17,3,NA,4a,complex,above,3
57,1,NA,4a,complex,above,3
57,7,NA,4a,complex,above,3
57,3,1549.70821678802,4a,complex,above,3
93,1,1214.93632740396,4a,complex,above,3
93,7,1476.71818800404,4a,complex,above,3
93,3,1415.46110878602,4a,complex,above,3
100,1,NA,4a,complex,above,3
100,7,2382.04006689011,4a,complex,above,3
100,3,1141.10041801018,4a,complex,above,3
10,1,NA,4a,complex,above,3
10,7,2301.49180209003,4a,complex,above,3
10,3,NA,4a,complex,above,3
71,1,1636.96802998015,4a,complex,above,3
71,7,NA,4a,complex,above,3
71,3,1154.52512880404,4a,complex,above,3
3,1,1141.10041800302,4a,complex,above,3
3,7,1120.96335180411,4a,complex,above,3
3,3,872.606202002089,4a,complex,above,3
102,1,1059.70616258605,4a,complex,above,3
102,7,NA,4a,complex,above,3
102,3,NA,4a,complex,above,3
96,1,1180.52855978601,4a,complex,above,3
96,7,2403.02323320702,4a,complex,above,3
96,3,959.866822203026,4a,complex,above,3
104,1,1107.53864099991,4a,complex,above,3
104,7,NA,4a,complex,above,3
104,3,798.770292610016,4a,complex,above,3
60,1,1033.70273159999,4a,complex,above,3
60,7,1281.21378129003,4a,complex,above,3
60,3,986.716243799947,4a,complex,above,3
90,1,1423.01934480406,4a,complex,above,3
90,7,NA,4a,complex,above,3
90,3,NA,4a,complex,above,3
50,1,1570.69116360003,4a,complex,above,3
50,7,1382.7452124101,4a,complex,above,3
50,3,879.31855740203,4a,complex,above,3
81,1,1080.68921940298,4a,complex,above,3
81,7,2200.80647108898,4a,complex,above,3
81,3,1227.51456058603,4a,complex,above,3
6,1,1261.07682458996,4a,complex,above,3
6,7,1094.11393019991,4a,complex,above,3
6,3,1235.07339360299,4a,complex,above,3
14,1,NA,4a,complex,above,3
14,7,NA,4a,complex,above,3
14,3,1510.279965005,4a,complex,above,3
32,1,NA,4a,complex,above,3
32,7,NA,4a,complex,above,3
32,3,946.442111400074,4a,complex,above,3
77,1,NA,4a,complex,above,3
77,7,NA,4a,complex,above,3
77,3,NA,4a,complex,above,3
18,1,1463.29347720399,4a,complex,above,3
18,7,NA,4a,complex,above,3
18,3,1147.81277340302,4a,complex,above,3
99,1,1933.15835520593,4a,complex,above,3
99,7,1066.41840848988,4a,complex,above,3
99,3,946.44211140303,4a,complex,above,3
9,1,NA,4a,complex,above,3
9,7,NA,4a,complex,above,3
9,3,1255.21045980304,4a,complex,above,3
64,1,NA,4a,complex,above,3
64,7,NA,4a,complex,above,3
64,3,1308.90930300404,4a,complex,above,3
53,1,1261.0768245861,4a,simple,below,3
53,7,1905.46283348806,4a,simple,below,3
53,3,1141.10041800302,4a,simple,below,3
66,1,1423.01934479997,4a,simple,below,3
66,7,1349.18343540994,4a,simple,below,3
66,3,906.167979003044,4a,simple,below,3
23,1,1745.21240400497,4a,simple,below,3
23,7,NA,4a,simple,below,3
23,3,1677.24296938798,4a,simple,below,3
121,1,NA,4a,simple,below,3
121,7,NA,4a,simple,below,3
121,3,1369.32050160408,4a,simple,below,3
43,1,1295.48459220996,4a,simple,below,3
43,7,1745.21240399986,4a,simple,below,3
43,3,1134.38806260297,4a,simple,below,3
61,1,1482.58385578697,4a,simple,below,3
61,7,1228.36103820305,4a,simple,below,3
61,3,1261.92281520304,4a,simple,below,3
5,1,NA,4a,simple,below,3
5,7,1530.41703120493,4a,simple,below,3
5,3,939.729756002066,4a,simple,below,3
44,1,NA,4a,simple,below,3
44,7,1496.00846358692,4a,simple,below,3
44,3,NA,4a,simple,below,3
29,1,NA,4a,simple,below,3
29,7,NA,4a,simple,below,3
29,3,NA,4a,simple,below,3
89,1,1522.85868518698,4a,simple,below,3
89,7,1396.16992320396,4a,simple,below,3
89,3,1120.96335180308,4a,simple,below,3
17,1,1691.51356080499,4a,simple,below,3
17,7,NA,4a,simple,below,3
17,3,NA,4a,simple,below,3
57,1,NA,4a,simple,below,3
57,7,NA,4a,simple,below,3
57,3,1772.06182560599,4a,simple,below,3
93,1,1308.90930300006,4a,simple,below,3
93,7,1953.29542141008,4a,simple,below,3
93,3,1000.14095460301,4a,simple,below,3
100,1,NA,4a,simple,below,3
100,7,1570.69116360401,4a,simple,below,3
100,3,1167.94983960301,4a,simple,below,3
10,1,NA,4a,simple,below,3
10,7,1623.54390667997,4a,simple,below,3
10,3,NA,4a,simple,below,3
71,1,1408.747946387,4a,simple,below,3
71,7,NA,4a,simple,below,3
71,3,1361.762265587,4a,simple,below,3
3,1,1334.91273398704,4a,simple,below,3
3,7,1161.23748420296,4a,simple,below,3
3,3,1261.92281520304,4a,simple,below,3
102,1,1241.78574900395,4a,simple,below,3
102,7,NA,4a,simple,below,3
102,3,NA,4a,simple,below,3
96,1,1107.53864100309,4a,simple,below,3
96,7,1516.99232040403,4a,simple,below,3
96,3,872.60620200982,4a,simple,below,3
104,1,1053.83979780299,4a,simple,below,3
104,7,NA,4a,simple,below,3
104,3,832.332069602103,4a,simple,below,3
60,1,946.44211140195,4a,simple,below,3
60,7,1106.692540886,4a,simple,below,3
60,3,1127.67570720399,4a,simple,below,3
90,1,1631.10236220996,4a,simple,below,3
90,7,NA,4a,simple,below,3
90,3,NA,4a,simple,below,3
50,1,1308.06331238705,4a,simple,below,3
50,7,1167.94983960403,4a,simple,below,3
50,3,1154.52512880302,4a,simple,below,3
81,1,1053.83979779981,4a,simple,below,3
81,7,2368.61535608898,4a,simple,below,3
81,3,1154.52512880006,4a,simple,below,3
6,1,1240.93975838605,4a,simple,below,3
6,7,1449.86876640405,4a,simple,below,3
6,3,2059.84722718898,4a,simple,below,3
14,1,NA,4a,simple,below,3
14,7,NA,4a,simple,below,3
14,3,1026.14449558496,4a,simple,below,3
32,1,NA,4a,simple,below,3
32,7,NA,4a,simple,below,3
32,3,1181.37455040289,4a,simple,below,3
77,1,NA,4a,simple,below,3
77,7,NA,4a,simple,below,3
77,3,NA,4a,simple,below,3
18,1,1247.65211379008,4a,simple,below,3
18,7,NA,4a,simple,below,3
18,3,1288.77223680399,4a,simple,below,3
99,1,1066.41851798599,4a,simple,below,3
99,7,1603.40684048697,4a,simple,below,3
99,3,953.154466802971,4a,simple,below,3
9,1,NA,4a,simple,below,3
9,7,NA,4a,simple,below,3
9,3,1267.78928998601,4a,simple,below,3
64,1,NA,4a,simple,below,3
64,7,NA,4a,simple,below,3
64,3,1248.49810440298,4a,simple,below,3
91,1,1052.99311018598,4a,simple,above,3
91,7,1596.69448508998,4a,simple,above,3
91,3,912.880334400143,4a,simple,above,3
111,1,NA,4a,simple,above,3
111,7,1738.50004860503,4a,simple,above,3
111,3,1268.63517060406,4a,simple,above,3
41,1,NA,4a,simple,above,3
41,7,NA,4a,simple,above,3
41,3,912.880334402985,4a,simple,above,3
68,1,1073.97686400401,4a,simple,above,3
68,7,NA,4a,simple,above,3
68,3,886.030912801971,4a,simple,above,3
34,1,1073.13087339003,4a,simple,above,3
34,7,NA,4a,simple,above,3
34,3,NA,4a,simple,above,3
79,1,1408.74864338696,4a,simple,above,3
79,7,1134.38806260399,4a,simple,above,3
79,3,839.04442500301,4a,simple,above,3
45,1,NA,4a,simple,above,3
45,7,1335.75872460301,4a,simple,above,3
45,3,965.733296986002,4a,simple,above,3
92,1,1275.34752599991,4a,simple,above,3
92,7,NA,4a,simple,above,3
92,3,926.305045200024,4a,simple,above,3
25,1,NA,4a,simple,above,3
25,7,NA,4a,simple,above,3
25,3,1073.97686400009,4a,simple,above,3
82,1,1295.48459220302,4a,simple,above,3
82,7,2429.02655468902,4a,simple,above,3
82,3,1549.70815378698,4a,simple,above,3
33,1,1255.21045980304,4a,simple,above,3
33,7,NA,4a,simple,above,3
33,3,1086.55569418602,4a,simple,above,3
123,1,NA,4a,simple,above,3
123,7,1576.55741888698,4a,simple,above,3
123,3,1141.10041800302,4a,simple,above,3
52,1,NA,4a,simple,above,3
52,7,NA,4a,simple,above,3
52,3,1087.40157480304,4a,simple,above,3
105,1,NA,4a,simple,above,3
105,7,2208.36492660601,4a,simple,above,3
105,3,1630.25648158697,4a,simple,above,3
54,1,999.294363985996,4a,simple,above,3
54,7,NA,4a,simple,above,3
54,3,1053.83979780004,4a,simple,above,3
67,1,1240.93975838605,4a,simple,above,3
67,7,NA,4a,simple,above,3
67,3,1550.55409740498,4a,simple,above,3
47,1,1348.3374447801,4a,simple,above,3
47,7,NA,4a,simple,above,3
47,3,832.332069601989,4a,simple,above,3
69,1,1268.635170604,4a,simple,above,3
69,7,1443.156411004,4a,simple,above,3
69,3,966.579177602966,4a,simple,above,3
22,1,1302.19694760297,4a,simple,above,3
22,7,1322.33401380392,4a,simple,above,3
22,3,919.592689803039,4a,simple,above,3
74,1,NA,4a,simple,above,3
74,7,1221.64868279992,4a,simple,above,3
74,3,886.030912799924,4a,simple,above,3
38,1,NA,4a,simple,above,3
38,7,1241.78574900304,4a,simple,above,3
38,3,946.442111402007,4a,simple,above,3
78,1,1402.88227859992,4a,simple,above,3
78,7,1563.97880820009,4a,simple,above,3
78,3,NA,4a,simple,above,3
21,1,1067.26450859992,4a,simple,above,3
21,7,1415.46074278995,4a,simple,above,3
21,3,912.034453785964,4a,simple,above,3
49,1,NA,4a,simple,above,3
49,7,NA,4a,simple,above,3
49,3,999.295073985991,4a,simple,above,3
1,1,2342.61203460699,4a,simple,above,3
1,7,2456.722076407,4a,simple,above,3
1,3,985.869766185999,4a,simple,above,3
76,1,1087.40157479997,4a,simple,above,3
76,7,1255.21045980008,4a,simple,above,3
76,3,1181.37455040301,4a,simple,above,3
58,1,1690.66757017981,4a,simple,above,3
58,7,NA,4a,simple,above,3
58,3,1160.39160359014,4a,simple,above,3
114,1,1483.43054340501,4a,simple,above,3
114,7,NA,4a,simple,above,3
114,3,1000.14095460301,4a,simple,above,3
4,1,1134.38806261001,4a,simple,above,3
4,7,2141.24137261001,4a,simple,above,3
4,3,932.171519990106,4a,simple,above,3
65,1,NA,4a,simple,above,3
65,7,1745.21240400509,4a,simple,above,3
65,3,1013.56566540301,4a,simple,above,3
118,1,1087.40157480304,4a,simple,above,3
118,7,1321.48791368604,4a,simple,above,3
118,3,1247.65222378596,4a,simple,above,3
120,1,1281.21389078001,4a,simple,above,3
120,7,2147.10762788991,4a,simple,above,3
120,3,1302.19694760297,4a,simple,above,3
46,10,1076.90934589402,4a,complex,below,3
46,5,1163.35858850903,4a,complex,below,3
46,9,1415.88363909602,4a,complex,below,3
73,10,1154.1021989899,4a,complex,below,3
73,5,1306.54118402003,4a,complex,below,3
73,9,1188.08690580306,4a,complex,below,3
15,10,1187.66397599006,4a,complex,below,3
15,5,1127.56293963002,4a,complex,below,3
15,9,1201.51161660397,4a,complex,below,3
40,10,1100.40335578992,4a,complex,below,3
40,5,1431.03706050101,4a,complex,below,3
40,9,1211.15679939498,4a,complex,below,3
62,10,969.512425489938,4a,complex,below,3
62,5,1082.81837852996,4a,complex,below,3
62,9,1107.114739194,4a,complex,below,3
109,10,NA,4a,complex,below,3
109,5,1047.02272965983,4a,complex,below,3
109,9,1191.44308350405,4a,complex,below,3
56,10,906.167979009979,4a,complex,below,3
56,5,1055.97164187998,4a,complex,below,3
56,9,1141.10041800302,4a,complex,below,3
70,10,1345.82725770406,4a,complex,below,3
70,5,1261.79662292191,4a,complex,below,3
70,9,1718.36298240498,4a,complex,below,3
12,10,1016.49814729012,4a,complex,below,3
12,5,1180.12821388993,4a,complex,below,3
12,9,1882.81568971001,4a,complex,below,3
119,10,1211.156453895,4a,complex,below,3
119,5,1172.30750072895,4a,complex,below,3
119,9,1355.93149180403,4a,complex,below,3
72,10,1338.69197249498,4a,complex,below,3
72,5,1779.70533258201,4a,complex,below,3
72,9,1127.25235689504,4a,complex,below,3
126,10,NA,4a,complex,below,3
126,5,1109.66511518996,4a,complex,below,3
126,9,1416.30698941003,4a,complex,below,3
97,10,1073.55393418993,4a,complex,below,3
97,5,1038.07381744014,4a,complex,below,3
97,9,NA,4a,complex,below,3
112,10,1308.48637319605,4a,complex,below,3
112,5,1226.00097404495,4a,complex,below,3
112,9,1255.21045980304,4a,complex,below,3
51,10,1117.60717409993,4a,complex,below,3
51,5,NA,4a,complex,below,3
51,9,1009.78558589395,4a,complex,below,3
83,10,1130.60818909003,4a,complex,below,3
83,5,1421.74809631001,4a,complex,below,3
83,9,1566.91163559606,4a,complex,below,3
63,10,1087.40157480997,4a,complex,below,3
63,5,903.840134149959,4a,complex,below,3
63,9,1010.20948770292,4a,complex,below,3
127,10,1392.39081569986,4a,complex,below,3
127,5,1378.26893053409,4a,complex,below,3
127,9,1077.33304170301,4a,complex,below,3
88,10,1426.37552250994,4a,complex,below,3
88,5,NA,4a,complex,below,3
88,9,1812.33595800995,4a,complex,below,3
101,10,1016.92184310298,4a,complex,below,3
101,5,1190.20532516697,4a,complex,below,3
101,9,NA,4a,complex,below,3
85,10,1701.15916408986,4a,complex,below,3
85,5,1306.54118402003,4a,complex,below,3
85,9,NA,4a,complex,below,3
128,10,1073.55316819394,4a,complex,below,3
128,5,1027.99670616105,4a,complex,below,3
128,9,1516.99232040397,4a,complex,below,3
16,10,1254.78752998993,4a,complex,below,3
16,5,1198.02603833,4a,complex,below,3
16,9,1070.19733599395,4a,complex,below,3
87,10,963.222999902996,4a,complex,below,3
87,5,1100.71620297504,4a,complex,below,3
87,9,1362.60814620402,4a,complex,below,3
7,10,1160.81455439405,4a,complex,below,3
7,5,1333.38792068002,4a,complex,below,3
7,9,1224.58095869501,4a,complex,below,3
110,10,NA,4a,complex,below,3
110,5,1646.59984834998,4a,complex,below,3
110,9,1376.03285700402,4a,complex,below,3
27,10,1073.97686400986,4a,complex,below,3
27,5,NA,4a,complex,below,3
27,9,NA,4a,complex,below,3
106,10,NA,4a,complex,below,3
106,5,1673.44658500997,4a,complex,below,3
106,9,1392.390395196,4a,complex,below,3
36,10,1167.52614380016,4a,complex,below,3
36,5,903.840134150187,4a,complex,below,3
36,9,1563.55490639601,4a,complex,below,3
55,10,1325.26726168999,4a,complex,below,3
55,5,1217.05206182605,4a,complex,below,3
55,9,1433.08787790403,4a,complex,below,3
31,10,NA,4a,complex,below,3
31,5,1788.6542448,4a,complex,below,3
31,9,2338.83250659801,4a,complex,below,3
75,10,1110.47188889495,4a,complex,below,3
75,5,1082.81837853599,4a,complex,below,3
75,9,1120.54000149499,4a,complex,below,3
8,10,1144.45659570993,4a,complex,above,3
8,5,1109.66511519393,4a,complex,above,3
8,9,1372.67667930394,4a,complex,above,3
37,10,1000.14095461006,4a,complex,above,3
37,5,1064.92055409012,4a,complex,above,3
37,9,NA,4a,complex,above,3
13,10,NA,4a,complex,above,3
13,5,1011.22708077992,4a,complex,above,3
13,9,1214.51297709007,4a,complex,above,3
122,10,1288.77223680399,4a,complex,above,3
122,5,1566.05963837808,4a,complex,above,3
122,9,1137.74424030302,4a,complex,above,3
19,10,1114.25099640303,4a,complex,above,3
19,5,1162.23038944997,4a,complex,above,3
19,9,1053.83979780299,4a,complex,above,3
59,10,1261.92281521003,4a,complex,above,3
59,5,1226.00097404006,4a,complex,above,3
59,9,792.057937202003,4a,complex,above,3
2,10,1916.37746670995,4a,complex,above,3
2,5,948.584695246041,4a,complex,above,3
2,9,976.224360394042,4a,complex,above,3
24,10,1365.54139409986,4a,complex,above,3
24,5,1181.25641295001,4a,complex,above,3
24,9,996.361426594035,4a,complex,above,3
95,10,1083.62170128999,4a,complex,above,3
95,5,NA,4a,complex,above,3
95,9,1530.41703120493,4a,complex,above,3
125,10,1563.97880820987,4a,complex,above,3
125,5,1555.9825270991,4a,complex,above,3
125,9,1358.82861819499,4a,complex,above,3
48,10,1006.43038019007,4a,complex,above,3
48,5,1091.76729076012,4a,complex,above,3
48,9,NA,4a,complex,above,3
107,10,NA,4a,complex,above,3
107,5,NA,4a,complex,above,3
107,9,1241.78574900401,4a,complex,above,3
11,10,NA,4a,complex,above,3
11,5,2156.68784485001,4a,complex,above,3
11,9,1176.48306330602,4a,complex,above,3
80,10,1446.08965889597,4a,complex,above,3
80,5,1431.82595508893,4a,complex,above,3
80,9,1459.93729950396,4a,complex,above,3
26,10,990.072421502987,4a,complex,above,3
26,5,1109.66511519405,4a,complex,above,3
26,9,872.182851693992,4a,complex,above,3
86,10,NA,4a,complex,above,3
86,5,NA,4a,complex,above,3
86,9,1134.38806260399,4a,complex,above,3
39,10,1201.51161660306,4a,complex,above,3
39,5,1181.25641294898,4a,complex,above,3
39,9,1063.48498059401,4a,complex,above,3
117,10,1013.56566539994,4a,complex,above,3
117,5,1181.25641295001,4a,complex,above,3
117,9,1365.964323904,4a,complex,above,3
20,10,2036.77693410009,4a,complex,above,3
20,5,1145.460764071,4a,complex,above,3
20,9,NA,4a,complex,above,3
103,10,1003.0742024901,4a,complex,above,3
103,5,2326.71717701987,4a,complex,above,3
103,9,1009.78613739403,4a,complex,above,3
30,10,1097.47010789988,4a,complex,above,3
30,5,1360.23465734002,4a,complex,above,3
30,9,1147.8127734099,4a,complex,above,3
115,10,1392.39081569508,4a,complex,above,3
115,5,1190.20532516697,4a,complex,above,3
115,9,1164.17031159398,4a,complex,above,3
28,10,1164.17073209004,4a,complex,above,3
28,5,778.555363080159,4a,complex,above,3
28,9,1123.89617919405,4a,complex,above,3
94,10,1187.66397599495,4a,complex,above,3
94,5,1199.15423738701,4a,complex,above,3
94,9,1265.27899290397,4a,complex,above,3
108,10,1080.2662895901,4a,complex,above,3
108,5,760.657538640089,4a,complex,above,3
108,9,1328.62301889497,4a,complex,above,3
116,10,1030.34655391002,4a,complex,above,3
116,5,1190.20532516799,4a,complex,above,3
116,9,1375.60895519493,4a,complex,above,3
84,10,1345.82725770395,4a,complex,above,3
84,5,1181.25641294898,4a,complex,above,3
84,9,NA,4a,complex,above,3
124,10,1255.21045981009,4a,complex,above,3
124,5,1315.49009623996,4a,complex,above,3
124,9,1167.94983960995,4a,complex,above,3
35,10,1060.55215320293,4a,complex,above,3
35,5,1181.2564129491,4a,complex,above,3
35,9,1134.38806260297,4a,complex,above,3
113,10,1486.78672111009,4a,complex,above,3
113,5,1261.79662291997,4a,complex,above,3
113,9,1100.82628560303,4a,complex,above,3
42,10,1245.14192670995,4a,complex,above,3
42,5,1073.86946631004,4a,complex,above,3
42,9,1120.96335180297,4a,complex,above,3
98,10,1533.350279096,4a,complex,above,3
98,5,NA,4a,complex,above,3
98,9,935.950227993999,4a,complex,above,3
8,10,1627.32325469983,4a,simple,below,3
8,5,1430.69700853016,4a,simple,below,3
8,9,1103.75911299502,4a,simple,below,3
37,10,983.360066103046,4a,simple,below,3
37,5,1100.71620297401,4a,simple,below,3
37,9,NA,4a,simple,below,3
13,10,NA,4a,simple,below,3
13,5,1601.85528725606,4a,simple,below,3
13,9,1318.55448579495,4a,simple,below,3
122,10,1217.86880928994,4a,simple,below,3
122,5,1190.20532516993,4a,simple,below,3
122,9,1443.156411004,4a,simple,below,3
19,10,1389.45756781004,4a,simple,below,3
19,5,1099.58800391018,4a,simple,below,3
19,9,999.717604290026,4a,simple,below,3
59,10,1321.91108399502,4a,simple,below,3
59,5,1413.92813064999,4a,simple,below,3
59,9,1244.718576395,4a,simple,below,3
2,10,979.580958590077,4a,simple,below,3
2,5,1171.17930167001,4a,simple,below,3
2,9,892.319917893019,4a,simple,below,3
24,10,1436.02112579504,4a,simple,below,3
24,5,1055.97164187998,4a,simple,below,3
24,9,845.756780403008,4a,simple,below,3
95,10,1167.5269097949,4a,simple,below,3
95,5,NA,4a,simple,below,3
95,9,1164.59366190406,4a,simple,below,3
125,10,1194.37633139,4a,simple,below,3
125,5,1270.74553513989,4a,simple,below,3
125,9,1123.89617919496,4a,simple,below,3
48,10,1614.32147370408,4a,simple,below,3
48,5,1788.65349730097,4a,simple,below,3
48,9,NA,4a,simple,below,3
107,10,NA,4a,simple,below,3
107,5,NA,4a,simple,below,3
107,9,1191.44308350394,4a,simple,below,3
11,10,NA,4a,simple,below,3
11,5,1413.92813064999,4a,simple,below,3
11,9,1178.01837270395,4a,simple,below,3
80,10,1486.78672110987,4a,simple,below,3
80,5,1512.36616506003,4a,simple,below,3
80,9,1576.98016868994,4a,simple,below,3
26,10,919.169759989927,4a,simple,below,3
26,5,1011.22708077992,4a,simple,below,3
26,9,868.826673989815,4a,simple,below,3
86,10,NA,4a,simple,below,3
86,5,NA,4a,simple,below,3
