item,subj,onset,Exp,structure,position,ExpID
119,6,NA,4a,complex,above,3
72,11,NA,4a,complex,above,3
72,4,1241.78574899508,4a,complex,above,3
72,6,1321.48791118607,4a,complex,above,3
126,11,NA,4a,complex,above,3
126,4,2301.49193608895,4a,complex,above,3
126,6,2100.12113758802,4a,complex,above,3
97,11,2100.12022408898,4a,complex,above,3
97,4,1428.88573408601,4a,complex,above,3
97,6,2127.81666180604,4a,complex,above,3
112,11,1181.37455040301,4a,complex,above,3
112,4,1201.51161660988,4a,complex,above,3
112,6,1899.59657821009,4a,complex,above,3
51,11,NA,4a,complex,above,3
51,4,NA,4a,complex,above,3
51,6,1765.34947020497,4a,complex,above,3
83,11,NA,4a,complex,above,3
83,4,1288.77223680979,4a,complex,above,3
83,6,1509.4338623901,4a,complex,above,3
63,11,1026.990376203,4a,complex,above,3
63,4,1651.23942840404,4a,complex,above,3
63,6,1898.75047558803,4a,complex,above,3
127,11,804.635976885038,4a,complex,above,3
127,4,973.291533003021,4a,complex,above,3
127,6,1496.85525420398,4a,complex,above,3
88,11,NA,4a,complex,above,3
88,4,1375.18689088711,4a,complex,above,3
88,6,1805.62360260603,4a,complex,above,3
101,11,1120.96335180297,4a,complex,above,3
101,4,1329.04636920398,4a,complex,above,3
101,6,1127.67570720007,4a,complex,above,3
85,11,1274.50112338698,4a,complex,above,3
85,4,1436.44405560394,4a,complex,above,3
85,6,2100.12049258899,4a,complex,above,3
128,11,886.030912799924,4a,complex,above,3
128,4,1080.68921940003,4a,complex,above,3
128,6,1188.08690580397,4a,complex,above,3
16,11,NA,4a,complex,above,3
16,4,1496.00928808701,4a,complex,above,3
16,6,NA,4a,complex,above,3
87,11,2113.54554838999,4a,complex,above,3
87,4,1267.7892044801,4a,complex,above,3
87,6,1389.45756780004,4a,complex,above,3
7,11,NA,4a,complex,above,3
7,4,986.716243809951,4a,complex,above,3
7,6,1201.5116166001,4a,complex,above,3
110,11,1066.41749248604,4a,complex,above,3
110,4,NA,4a,complex,above,3
110,6,NA,4a,complex,above,3
27,11,1798.9112472050101,4a,complex,above,3
27,4,NA,4a,complex,above,3
27,6,1960.00777680604,4a,complex,above,3
106,11,NA,4a,complex,above,3
106,4,1506.88101062997,4a,complex,above,3
106,6,1918.88754178797,4a,complex,above,3
36,11,1100.82628560303,4a,complex,above,3
36,4,1812.33595800597,4a,complex,above,3
36,6,1698.22591620499,4a,complex,above,3
55,11,NA,4a,complex,above,3
55,4,1295.48459220996,4a,complex,above,3
55,6,1261.922815204,4a,complex,above,3
31,11,NA,4a,complex,above,3
31,4,1315.62165840398,4a,complex,above,3
31,6,NA,4a,complex,above,3
75,11,1275.347526004,4a,complex,above,3
75,4,956.552753059896,4a,complex,above,3
75,6,1872.7471566101,4a,complex,above,3
46,11,1006.85331000295,4a,simple,below,3
46,4,1200.66565048597,4a,simple,below,3
46,6,NA,4a,simple,below,3
73,11,1026.14397359002,4a,simple,below,3
73,4,1080.68921940981,4a,simple,below,3
73,6,1926.44596224,4a,simple,below,3
15,11,1106.69162488603,4a,simple,below,3
15,4,1302.1969475999001,4a,simple,below,3
15,6,1745.21240399997,4a,simple,below,3
40,11,1066.41783748501,4a,simple,below,3
40,4,1167.94983960301,4a,simple,below,3
40,6,1490.142898805,4a,simple,below,3
62,11,792.057937199843,4a,simple,below,3
62,4,1076.91369550003,4a,simple,below,3
62,6,1060.55215320998,4a,simple,below,3
109,11,NA,4a,simple,below,3
109,4,1416.30698940389,4a,simple,below,3
109,6,1436.44405560406,4a,simple,below,3
56,11,852.469135809997,4a,simple,below,3
56,4,1503.56760960017,4a,simple,below,3
56,6,1174.66219500398,4a,simple,below,3
70,11,NA,4a,simple,below,3
70,4,1435.59808948703,4a,simple,below,3
70,6,1361.76204358594,4a,simple,below,3
12,11,NA,4a,simple,below,3
12,4,1368.47390698699,4a,simple,below,3
12,6,1503.56760959994,4a,simple,below,3
119,11,939.729756002976,4a,simple,below,3
119,4,1200.66565048603,4a,simple,below,3
119,6,NA,4a,simple,below,3
72,11,NA,4a,simple,below,3
72,4,1282.059881404,4a,simple,below,3
72,6,1389.45756780402,4a,simple,below,3
126,11,NA,4a,simple,below,3
126,4,1563.97880820998,4a,simple,below,3
126,6,1301.35019998704,4a,simple,below,3
97,11,912.880334402985,4a,simple,below,3
97,4,962.887539509893,4a,simple,below,3
97,6,1905.46283098797,4a,simple,below,3
112,11,946.442111402973,4a,simple,below,3
112,4,2356.03674540698,4a,simple,below,3
112,6,1059.70605058508,4a,simple,below,3
51,11,NA,4a,simple,below,3
51,4,NA,4a,simple,below,3
51,6,1147.8127734099,4a,simple,below,3
83,11,NA,4a,simple,below,3
83,4,1402.03631248698,4a,simple,below,3
83,6,1335.75872460301,4a,simple,below,3
63,11,792.057937201889,4a,simple,below,3
63,4,1000.09809510993,4a,simple,below,3
63,6,1892.038120189,4a,simple,below,3
127,11,785.345581801948,4a,simple,below,3
127,4,1188.086905803,4a,simple,below,3
127,6,1409.59463400395,4a,simple,below,3
88,11,NA,4a,simple,below,3
88,4,1502.72164349008,4a,simple,below,3
88,6,1939.87071060997,4a,simple,below,3
101,11,1120.96335180303,4a,simple,below,3
101,4,939.729756003032,4a,simple,below,3
101,6,1220.80193518605,4a,simple,below,3
85,11,1275.34752600991,4a,simple,below,3
85,4,1281.21391528703,4a,simple,below,3
85,6,1201.51161659987,4a,simple,below,3
128,11,1174.66219500295,4a,simple,below,3
128,4,1134.38806260297,4a,simple,below,3
128,6,1361.761398586,4a,simple,below,3
16,11,NA,4a,simple,below,3
16,4,1188.08690580306,4a,simple,below,3
16,6,NA,4a,simple,below,3
87,11,945.595708784992,4a,simple,below,3
87,4,1113.40503028498,4a,simple,below,3
87,6,1073.13076138496,4a,simple,below,3
7,11,NA,4a,simple,below,3
7,4,1557.26645280402,4a,simple,below,3
7,6,1240.93964638604,4a,simple,below,3
110,11,865.893846599874,4a,simple,below,3
110,4,NA,4a,simple,below,3
110,6,NA,4a,simple,below,3
27,11,1019.43161817985,4a,simple,below,3
27,4,NA,4a,simple,below,3
27,6,1913.021289006,4a,simple,below,3
106,11,NA,4a,simple,below,3
106,4,1725.07533780498,4a,simple,below,3
106,6,1550.55409740498,4a,simple,below,3
36,11,986.716243802903,4a,simple,below,3
36,4,993.428599199888,4a,simple,below,3
36,6,1563.97880820009,4a,simple,below,3
55,11,NA,4a,simple,below,3
55,4,2335.05308458905,4a,simple,below,3
55,6,1999.43580658902,4a,simple,below,3
31,11,NA,4a,simple,below,3
31,4,1120.96335180297,4a,simple,below,3
31,6,NA,4a,simple,below,3
75,11,1073.13046138597,4a,simple,below,3
75,4,1375.18689088597,4a,simple,below,3
75,6,1443.156411004,4a,simple,below,3
8,11,1040.415087003,4a,simple,above,3
8,4,1274.50155988601,4a,simple,above,3
8,6,1563.97880820509,4a,simple,above,3
37,11,1899.59657821009,4a,simple,above,3
37,4,1409.59463400395,4a,simple,above,3
37,6,1267.78906798017,4a,simple,above,3
13,11,933.017400602012,4a,simple,above,3
13,4,2268.77612520707,4a,simple,above,3
13,6,1093.26718259013,4a,simple,above,3
122,11,1079.842816785,4a,simple,above,3
122,4,NA,4a,simple,above,3
122,6,1758.63711480497,4a,simple,above,3
19,11,1047.127442403,4a,simple,above,3
19,4,1683.955239287,4a,simple,above,3
19,6,1208.223972003,4a,simple,above,3
59,11,NA,4a,simple,above,3
59,4,1100.82628560303,4a,simple,above,3
59,6,1369.32050160397,4a,simple,above,3
2,11,1006.006907386,4a,simple,above,3
2,4,1066.41854248596,4a,simple,above,3
2,6,2113.54520338796,4a,simple,above,3
24,11,818.907358799834,4a,simple,above,3
24,4,1395.32395708693,4a,simple,above,3
24,6,1811.48985538994,4a,simple,above,3
95,11,765.208515600079,4a,simple,above,3
95,4,1188.08690579999,4a,simple,above,3
95,6,NA,4a,simple,above,3
125,11,1308.90930300393,4a,simple,above,3
125,4,2040.55604160601,4a,simple,above,3
125,6,1980.14484300609,4a,simple,above,3
48,11,NA,4a,simple,above,3
48,4,1362.60814620402,4a,simple,above,3
48,6,NA,4a,simple,above,3
107,11,1053.83979780299,4a,simple,above,3
107,4,1348.337469287,4a,simple,above,3
107,6,2040.55604160601,4a,simple,above,3
11,11,980.003888400006,4a,simple,above,3
11,4,962.88753951012,4a,simple,above,3
11,6,1926.44599980008,4a,simple,above,3
80,11,2006.99426460602,4a,simple,above,3
80,4,1690.66759468694,4a,simple,above,3
80,6,1885.32576478804,4a,simple,above,3
26,11,NA,4a,simple,above,3
26,4,1140.25445188599,4a,simple,above,3
26,6,1060.55215320396,4a,simple,above,3
86,11,1107.53864100298,4a,simple,above,3
86,4,1449.86876639996,4a,simple,above,3
86,6,1463.29347720393,4a,simple,above,3
39,11,933.017400602012,4a,simple,above,3
39,4,1181.37455040295,4a,simple,above,3
39,6,1241.78574900304,4a,simple,above,3
117,11,1146.96575728999,4a,simple,above,3
117,4,1013.56566540994,4a,simple,above,3
117,6,1604.25294060497,4a,simple,above,3
20,11,852.469135802039,4a,simple,above,3
20,4,1107.53864100298,4a,simple,above,3
20,6,973.291533002964,4a,simple,above,3
103,11,871.75979939002,4a,simple,above,3
103,4,1180.52858428609,4a,simple,above,3
103,6,1683.95510278799,4a,simple,above,3
30,11,1181.37455040301,4a,simple,above,3
30,4,1067.26450860015,4a,simple,above,3
30,6,1704.93827160499,4a,simple,above,3
115,11,886.030912802994,4a,simple,above,3
115,4,1428.88510558703,4a,simple,above,3
115,6,959.866822203026,4a,simple,above,3
28,11,1006.0062938901,4a,simple,above,3
28,4,1208.223972003,4a,simple,above,3
28,6,1214.93632739998,4a,simple,above,3
94,11,832.332069601989,4a,simple,above,3
94,4,NA,4a,simple,above,3
94,6,NA,4a,simple,above,3
108,11,946.442111402007,4a,simple,above,3
108,4,1000.14095460006,4a,simple,above,3
108,6,919.592689802926,4a,simple,above,3
116,11,1067.26450860299,4a,simple,above,3
116,4,1664.664139205,4a,simple,above,3
116,6,1234.22699098597,4a,simple,above,3
84,11,NA,4a,simple,above,3
84,4,1214.93632740402,4a,simple,above,3
84,6,1510.279965005,4a,simple,above,3
124,11,2267.92972259,4a,simple,above,3
124,4,1161.23748420398,4a,simple,above,3
124,6,2027.13133080988,4a,simple,above,3
35,11,1026.14397358593,4a,simple,above,3
35,4,1335.75872460398,4a,simple,above,3
35,6,1355.04968818697,4a,simple,above,3
113,11,852.469135802039,4a,simple,above,3
113,4,1664.66413920011,4a,simple,above,3
113,6,1455.73501918705,4a,simple,above,3
42,11,1080.6892193998,4a,simple,above,3
42,4,1268.63517060394,4a,simple,above,3
42,6,1577.40351899997,4a,simple,above,3
98,11,906.16797900293,4a,simple,above,3
98,4,1334.91275848598,4a,simple,above,3
98,6,1039.56898438503,4a,simple,above,3
53,2,NA,4a,complex,below,3
53,12,1211.1570578902,4a,complex,below,3
53,8,1187.66398898993,4a,complex,below,3
66,2,1440.10235670999,4a,complex,below,3
66,12,1308.48621119003,4a,complex,below,3
66,8,990.072421510149,4a,complex,below,3
23,2,1490.28897987705,4a,complex,below,3
23,12,2167.66770239997,4a,complex,below,3
23,8,1641.1708953101,4a,complex,below,3
121,2,2207.25474105006,4a,complex,below,3
121,12,996.361685089823,4a,complex,below,3
121,8,912.456558590066,4a,complex,below,3
43,2,960.732892530132,4a,complex,below,3
43,12,NA,4a,complex,below,3
43,8,1013.56566540017,4a,complex,below,3
61,2,1326.38496357004,4a,complex,below,3
61,12,1150.74585929005,4a,complex,below,3
61,8,1325.26727469497,4a,complex,below,3
5,2,1269.02777595001,4a,complex,below,3
5,12,976.224618890001,4a,complex,below,3
5,8,1097.47010790011,4a,complex,below,3
44,2,1025.25972859985,4a,complex,below,3
44,12,1479.65036039,4a,complex,below,3
44,8,1060.55215320305,4a,complex,below,3
29,2,NA,4a,complex,below,3
29,12,1580.33660489014,4a,complex,below,3
29,8,1127.25193138999,4a,complex,below,3
89,2,1261.85812749986,4a,complex,below,3
89,12,1909.24201948997,4a,complex,below,3
89,8,939.729756000133,4a,complex,below,3
17,2,1175.82234607994,4a,complex,below,3
17,12,1436.02096379982,4a,complex,below,3
17,8,1235.07339360401,4a,complex,below,3
57,2,1383.74215117983,4a,complex,below,3
57,12,1382.7452124101,4a,complex,below,3
57,8,990.072421499917,4a,complex,below,3
93,2,NA,4a,complex,below,3
93,12,1131.03188491004,4a,complex,below,3
93,8,936.373578310167,4a,complex,below,3
100,2,1009.92344962015,4a,complex,below,3
100,12,1406.23845631012,4a,complex,below,3
100,8,1100.82628560292,4a,complex,below,3
10,2,989.4114863298,4a,complex,below,3
10,12,1181.37455040005,4a,complex,below,3
10,8,1764.92655340007,4a,complex,below,3
71,2,1182.99199452986,4a,complex,below,3
71,12,1708.29444931019,4a,complex,below,3
71,8,NA,4a,complex,below,3
3,2,1161.4830491701,4a,complex,below,3
3,12,1607.18511299592,4a,complex,below,3
3,8,872.606202002999,4a,complex,below,3
102,2,974.074291350007,4a,complex,below,3
102,12,1305.13003349006,4a,complex,below,3
102,8,912.880334410147,4a,complex,below,3
96,2,NA,4a,complex,below,3
96,12,926.305045210029,4a,complex,below,3
96,8,902.388884489938,4a,complex,below,3
104,2,1089.78656466002,4a,complex,below,3
104,12,1006.43021819405,4a,complex,below,3
104,8,805.482648010184,4a,complex,below,3
60,2,975.072189429966,4a,complex,below,3
60,12,1409.17154219005,4a,complex,below,3
60,8,919.169772990017,4a,complex,below,3
90,2,1340.7242604701,4a,complex,below,3
90,12,NA,4a,complex,below,3
90,8,915.813595290047,4a,complex,below,3
50,2,1240.349182145,4a,complex,below,3
50,12,NA,4a,complex,below,3
50,8,NA,4a,complex,below,3
81,2,946.39359563007,4a,complex,below,3
81,12,1432.66478609007,4a,complex,below,3
81,8,909.100380890095,4a,complex,below,3
6,2,1024.26274650998,4a,complex,below,3
6,12,1325.26618618999,4a,complex,below,3
6,8,781.565628290082,4a,complex,below,3
14,2,1684.86738616002,4a,complex,below,3
14,12,NA,4a,complex,below,3
14,8,NA,4a,complex,below,3
32,2,1147.14375228004,4a,complex,below,3
32,12,1526.63776169504,4a,complex,below,3
32,8,1167.94983960403,4a,complex,below,3
77,2,2330.13574680012,4a,complex,below,3
77,12,NA,4a,complex,below,3
77,8,1123.89661269003,4a,complex,below,3
18,2,1569.15602883987,4a,complex,below,3
18,12,1499.78834008994,4a,complex,below,3
18,8,1248.49810441015,4a,complex,below,3
99,2,1390.91179962998,4a,complex,below,3
99,12,NA,4a,complex,below,3
99,8,1067.26450860015,4a,complex,below,3
9,2,1268.03079388014,4a,complex,below,3
9,12,NA,4a,complex,below,3
9,8,1124.3195295101,4a,complex,below,3
64,2,1125.63480692006,4a,complex,below,3
64,12,NA,4a,complex,below,3
64,8,1124.3195295101,4a,complex,below,3
91,2,NA,4a,complex,above,3
91,12,NA,4a,complex,above,3
91,8,899.455623610038,4a,complex,above,3
111,2,1068.27761930003,4a,complex,above,3
111,12,1268.63517060997,4a,complex,above,3
111,8,969.512438490028,4a,complex,above,3
41,2,NA,4a,complex,above,3
41,12,1033.70273160999,4a,complex,above,3
41,8,905.745062189908,4a,complex,above,3
68,2,1418.59341136001,4a,complex,above,3
68,12,NA,4a,complex,above,3
68,8,825.619714202048,4a,complex,above,3
34,2,1627.51019853999,4a,complex,above,3
34,12,NA,4a,complex,above,3
34,8,949.375372289978,4a,complex,above,3
79,2,1355.06355736993,4a,complex,above,3
79,12,1026.56728438978,4a,complex,above,3
79,8,815.551181110095,4a,complex,above,3
45,2,1412.42074498996,4a,complex,above,3
45,12,NA,4a,complex,above,3
45,8,990.072421509922,4a,complex,above,3
92,2,966.905558899953,4a,complex,above,3
92,12,1681.02193589993,4a,complex,above,3
92,8,943.085933700104,4a,complex,above,3
25,2,1052.94134031988,4a,complex,above,3
25,12,1147.81277341012,4a,complex,above,3
25,8,1000.14095460006,4a,complex,above,3
82,2,1211.67058832998,4a,complex,above,3
82,12,1315.19856658997,4a,complex,above,3
82,8,1040.415087003,4a,complex,above,3
33,2,1518.96757368399,4a,complex,above,3
33,12,2009.92735049999,4a,complex,above,3
33,8,1245.14192670995,4a,complex,above,3
123,2,NA,4a,complex,above,3
123,12,NA,4a,complex,above,3
123,8,1120.54043499006,4a,complex,above,3
52,2,1527.13512021001,4a,complex,above,3
52,12,NA,4a,complex,above,3
52,8,1184.73072810002,4a,complex,above,3
105,2,1440.1014407099,4a,complex,above,3
105,12,1305.12911998994,4a,complex,above,3
105,8,1267.78847798698,4a,complex,above,3
54,2,1082.61691620987,4a,complex,above,3
54,12,1063.90833089995,4a,complex,above,3
54,8,949.375372290206,4a,complex,above,3
67,2,1269.02777595001,4a,complex,above,3
67,12,NA,4a,complex,above,3
67,8,1174.66219500295,4a,complex,above,3
47,2,1002.75380116,4a,complex,above,3
47,12,888.963998690087,4a,complex,above,3
47,8,768.56469330005,4a,complex,above,3
69,2,1433.92969033994,4a,complex,above,3
69,12,1228.3610382101,4a,complex,above,3
69,8,1050.48362009984,4a,complex,above,3
22,2,NA,4a,complex,above,3
22,12,2113.96885919999,4a,complex,above,3
22,8,915.813595290047,4a,complex,above,3
74,2,NA,4a,complex,above,3
74,12,1023.63419850008,4a,complex,above,3
74,8,912.880334410147,4a,complex,above,3
38,2,1382.198297586,4a,complex,above,3
38,12,1479.65036039,4a,complex,above,3
38,8,895.67652908795,4a,complex,above,3
78,2,1038.60204342004,4a,complex,above,3
78,12,NA,4a,complex,above,3
78,8,936.37357830994,4a,complex,above,3
21,2,1060.11098877002,4a,complex,above,3
21,12,1050.05961478992,4a,complex,above,3
21,8,839.044425000111,4a,complex,above,3
49,2,NA,4a,complex,above,3
49,12,1271.5682564899,4a,complex,above,3
49,8,1009.78657089013,4a,complex,above,3
1,2,1138.97712174003,4a,complex,above,3
1,12,NA,4a,complex,above,3
1,8,946.019194590008,4a,complex,above,3
76,2,1052.94042432001,4a,complex,above,3
76,12,1110.89481870999,4a,complex,above,3
76,8,912.880334400143,4a,complex,above,3
58,2,1763.73351912002,4a,complex,above,3
58,12,NA,4a,complex,above,3
58,8,993.428599200115,4a,complex,above,3
114,2,1032.42937704601,4a,complex,above,3
114,12,NA,4a,complex,above,3
114,8,1194.79926120403,4a,complex,above,3
4,2,1003.75078323987,4a,complex,above,3
4,12,1053.83979780004,4a,complex,above,3
4,8,875.962379710018,4a,complex,above,3
65,2,NA,4a,complex,above,3
65,12,1701.15900208998,4a,complex,above,3
65,8,1151.16895110987,4a,complex,above,3
118,2,1240.34918214011,4a,complex,above,3
118,12,1248.075012595,4a,complex,above,3
118,8,1217.86958829989,4a,complex,above,3
120,2,1082.61691620987,4a,complex,above,3
120,12,1087.40157480997,4a,complex,above,3
120,8,NA,4a,complex,above,3
91,2,NA,4a,simple,below,3
91,12,NA,4a,simple,below,3
91,8,993.42859921012,4a,simple,below,3
111,2,1025.25972859985,4a,simple,below,3
111,12,1090.75775250994,4a,simple,below,3
111,8,852.469135809997,4a,simple,below,3
41,2,NA,4a,simple,below,3
41,12,2205.00874890695,4a,simple,below,3
41,8,980.003888399892,4a,simple,below,3
68,2,1197.33129142992,4a,simple,below,3
68,12,NA,4a,simple,below,3
68,8,821.840619689965,4a,simple,below,3
34,2,1325.38798149017,4a,simple,below,3
34,12,NA,4a,simple,below,3
34,8,989.648645690068,4a,simple,below,3
79,2,1806.75140982999,4a,simple,below,3
79,12,1302.1969475999001,4a,simple,below,3
79,8,778.633226409966,4a,simple,below,3
45,2,1154.31340071996,4a,simple,below,3
45,12,NA,4a,simple,below,3
45,8,778.210309590122,4a,simple,below,3
92,2,1217.84325471197,4a,simple,below,3
92,12,1258.56663750005,4a,simple,below,3
92,8,1261.07527958607,4a,simple,below,3
25,2,1039.59902549991,4a,simple,below,3
25,12,1808.97978030998,4a,simple,below,3
25,8,966.156260790058,4a,simple,below,3
82,2,1376.57250273014,4a,simple,below,3
82,12,1057.19597551001,4a,simple,below,3
82,8,966.155401790047,4a,simple,below,3
33,2,1103.12887947998,4a,simple,below,3
33,12,1110.47172689018,4a,simple,below,3
33,8,1080.26630258996,4a,simple,below,3
123,2,NA,4a,simple,below,3
123,12,NA,4a,simple,below,3
123,8,1728.00859868994,4a,simple,below,3
52,2,1210.67360626012,4a,simple,below,3
52,12,NA,4a,simple,below,3
52,8,1100.82628560303,4a,simple,below,3
105,2,975.072189429966,4a,simple,below,3
105,12,999.716949289905,4a,simple,below,3
105,8,1016.92184310991,4a,simple,below,3
54,2,1276.19742440004,4a,simple,below,3
54,12,1251.85428211012,4a,simple,below,3
54,8,1039.99217018986,4a,simple,below,3
67,2,1190.16164298,4a,simple,below,3
67,12,NA,4a,simple,below,3
67,8,1147.38985658983,4a,simple,below,3
47,2,1117.46817639005,4a,simple,below,3
47,12,1090.33466068991,4a,simple,below,3
47,8,815.551181102933,4a,simple,below,3
69,2,1161.48304918011,4a,simple,below,3
69,12,993.005507389853,4a,simple,below,3
69,8,1026.56745938998,4a,simple,below,3
22,2,NA,4a,simple,below,3
22,12,993.428599209892,4a,simple,below,3
22,8,956.510644499986,4a,simple,below,3
74,2,NA,4a,simple,below,3
74,12,1097.47010791011,4a,simple,below,3
74,8,1016.49892628984,4a,simple,below,3
38,2,1096.95621310993,4a,simple,below,3
38,12,1151.16895111009,4a,simple,below,3
38,8,1647.46033389997,4a,simple,below,3
78,2,1312.04566666202,4a,simple,below,3
78,12,NA,4a,simple,below,3
78,8,898.608930985006,4a,simple,below,3
21,2,1070.456223816,4a,simple,below,3
21,12,1133.9649707902,4a,simple,below,3
21,8,795.414114910045,4a,simple,below,3
49,2,NA,4a,simple,below,3
49,12,1066.84141679011,4a,simple,below,3
49,8,939.729756009911,4a,simple,below,3
1,2,1118.46515846992,4a,simple,below,3
1,12,NA,4a,simple,below,3
1,8,949.374513289968,4a,simple,below,3
76,2,1411.42376290986,4a,simple,below,3
76,12,1805.6236026049,4a,simple,below,3
76,8,1086.97779898989,4a,simple,below,3
58,2,1361.236223746,4a,simple,below,3
58,12,NA,4a,simple,below,3
58,8,1086.55488218596,4a,simple,below,3
114,2,1462.60828414984,4a,simple,below,3
114,12,NA,4a,simple,below,3
114,8,1339.11490230003,4a,simple,below,3
4,2,1669.53110717009,4a,simple,below,3
4,12,1527.06085350496,4a,simple,below,3
4,8,1315.6216584041,4a,simple,below,3
65,2,NA,4a,simple,below,3
65,12,1174.66219499988,4a,simple,below,3
65,8,916.236512100113,4a,simple,below,3
118,2,1304.87601821005,4a,simple,below,3
118,12,962.799908089892,4a,simple,below,3
118,8,909.524156699945,4a,simple,below,3
120,2,1254.68847904995,4a,simple,below,3
120,12,1486.36362930006,4a,simple,below,3
120,8,NA,4a,simple,below,3
53,2,NA,4a,simple,above,3
53,12,1077.33304171006,4a,simple,above,3
53,8,886.030912799924,4a,simple,above,3
66,2,1362.23320583008,4a,simple,above,3
66,12,1201.08852479393,4a,simple,above,3
